YEAR_MONTH_DAY,ID,lat,lon,depth,temp,NO3,Si4,PO4,chl,alpha,PBmax,region,Ek,date,month,sst,kd_490,Zeu,sat_par,longhurst,basin,biome,daylength,E_surf,Ez,PB
1998-04-28,5,43.536,-62.488,4.0,3.0,0.206,0.23,0.476,0.48366865515708923,0.01559375,2.48,15,159.038076152305,1998-04-26,4,3.19000244140625,0.06495588272809982,70.8172963987763,54.98999786376953,15.0,2.0,1.0,13.683331864108556,1116.321635571015,860.8934750560271,2.4799014424858763
1998-04-10,5,43.151,-65.277,23.0,1.8,3.5475,4.5122,0.5865,0.911206841468811,0.0275555,2.56,15,92.90341311172,1998-04-08,4,2.30999755859375,0.10007885098457336,45.963757124960054,48.89799880981445,15.0,2.0,1.0,12.801918873237536,1060.9954321430307,106.18143275655957,2.0874136594193846
1998-04-10,5,43.151,-65.277,3.0,2.6,4.2,5.1799,0.588,0.911206841468811,0.012633,1.87,15,148.025013852608,1998-04-08,4,2.30999755859375,0.10007885098457336,45.963757124960054,48.89799880981445,15.0,2.0,1.0,12.801918873237536,1060.9954321430307,785.8188384364254,1.869908421854174
1998-04-11,5,41.505,-64.287,44.0,5.9,0.2385,0.202,0.159,,0.01944575,1.19,15,61.1958911330239,1998-04-09,4,5.829986572265625,,,27.477996826171875,15.0,2.0,1.0,12.803361810360324,596.1541202391473,,
1998-04-11,5,41.505,-64.287,4.0,6.6,0.0,0.028,0.072,,0.01691675,1.48,15,87.4872537573707,1998-04-09,4,5.829986572265625,,,27.477996826171875,15.0,2.0,1.0,12.803361810360324,596.1541202391473,,
1998-04-12,5,42.193,-63.524,34.0,5.9,0.1365,0.3855,0.191,,0.01950375,2.32,15,118.951483689034,1998-04-10,4,6.790008544921875,,,26.6719970703125,15.0,2.0,1.0,12.870664969213387,575.6414367718262,,
1998-04-12,5,42.193,-63.524,4.0,5.7,0.1135,0.4015,0.218,,0.016114,1.5,15,93.0867568573911,1998-04-10,4,6.790008544921875,,,26.6719970703125,15.0,2.0,1.0,12.870664969213387,575.6414367718262,,
1998-04-13,5,42.597,-64.237,45.0,2.1,1.4185,0.5025,0.468125,0.46169817447662354,0.02592825,4.55,15,175.484269088735,1998-04-11,4,3.54998779296875,0.06215810403227806,74.00483125436496,50.18199920654297,15.0,2.0,1.0,12.931255448300309,1077.965266386561,65.74054438471751,1.6290331799513207
1998-04-13,5,42.597,-64.237,4.0,2.1,,,,0.46169817447662354,0.024293,3.61,15,148.602478080105,1998-04-11,4,3.54998779296875,0.06215810403227806,74.00483125436496,50.18199920654297,15.0,2.0,1.0,12.931255448300309,1077.965266386561,840.6690932909505,3.6099119399884825
1998-04-16,5,44.159,-63.191,44.0,0.8,0.302,0.047,0.33465,,0.00444175,0.97,15,218.38239432656,1998-04-14,4,0.5,,,,15.0,2.0,1.0,13.13538019487685,,,
1998-04-16,5,44.159,-63.191,5.0,0.5,0.2595,0.0,0.265075,,0.057781,3.98,15,68.880773956837,1998-04-14,4,0.5,,,,15.0,2.0,1.0,13.13538019487685,,,
1998-04-17,5,43.523,-62.525,24.0,1.8,0.8505,0.7745,0.4122625,0.5650230646133423,0.021393,2.14,15,100.032720983499,1998-04-15,4,2.17999267578125,0.07132592797279358,64.49267651666045,51.194000244140625,15.0,2.0,1.0,13.15927142218141,1080.649161123166,195.096623956945,2.0551380864354982
1998-04-17,5,43.523,-62.525,5.0,1.8,0.897,0.562,0.532,0.5650230646133423,0.01340875,1.79,15,133.494919362357,1998-04-15,4,2.17999267578125,0.07132592797279358,64.49267651666045,51.194000244140625,15.0,2.0,1.0,13.15927142218141,1080.649161123166,756.4886840297967,1.7899571688233602
1998-04-18,5,42.321,-61.241,33.0,7.6,2.68,1.8695,0.57,,0.024088,2.87,15,119.146462969113,1998-04-16,4,7.57000732421875,,,,15.0,2.0,1.0,13.157923140472388,,,
1998-04-18,5,42.321,-61.241,4.0,4.8,0.298,0.4875,0.372,,0.02176475,2.46,15,113.026797918653,1998-04-16,4,7.57000732421875,,,,15.0,2.0,1.0,13.157923140472388,,,
1998-04-20,5,44.203,-61.417,36.0,1.9,0.3005,0.416,0.4765,,0.01695925,1.59,15,93.7541459675399,1998-04-18,4,2.80999755859375,,,19.135997772216797,15.0,2.0,1.0,13.336762785668393,398.56410600921475,,
1998-04-20,5,44.203,-61.417,6.0,2.4,0.1305,0.3335,0.4535,,0.0110905,1.69,15,152.382669852577,1998-04-18,4,2.80999755859375,,,19.135997772216797,15.0,2.0,1.0,13.336762785668393,398.56410600921475,,
1998-04-21,5,44.489,-58.508,34.0,1.6,,,,1.0256050825119019,0.01964775,2.63,15,133.857566388009,1998-04-19,4,2.839996337890625,0.11136586219072342,41.305296879236764,52.27199935913086,15.0,2.0,1.0,13.400166296072364,1083.5686290129593,24.57122012898368,0.47741896021679764
1998-04-21,5,44.489,-58.508,5.0,1.6,0.0,0.1435,0.3865,1.0256050825119019,0.00955175,1.01,15,105.739785903107,1998-04-19,4,2.839996337890625,0.11136586219072342,41.305296879236764,52.27199935913086,15.0,2.0,1.0,13.400166296072364,1083.5686290129593,620.9098163572908,1.0099839695417618
1998-04-22,5,44.08,-58.104,51.0,1.0,0.283,0.41,0.5155,,0.01360825,0.8,15,58.7878676538129,1998-04-20,4,4.20001220703125,,,19.479999542236328,15.0,2.0,1.0,13.428957951963962,402.94347508647684,,
1998-04-22,5,44.08,-58.104,5.0,2.3,0.0,0.022,0.2675,,0.01605525,1.25,15,77.8561529717694,1998-04-20,4,4.20001220703125,,,19.479999542236328,15.0,2.0,1.0,13.428957951963962,402.94347508647684,,
1998-10-21,5,-36.867,-73.916,10.0,10.8,,,,2.0644476413726807,0.03138725,1.714,68,54.6081609570765,1998-10-19,10,11.899993896484375,0.15092118084430695,30.47948587644198,55.34199905395508,49.0,4.0,1.0,13.085216332382108,1174.8202799631492,259.7341617680391,1.713746652103689
1998-10-21,5,-36.867,-73.916,17.0,10.8,,,,2.0644476413726807,0.0279245,1.739,68,62.275063116618,1998-10-19,10,11.899993896484375,0.15092118084430695,30.47948587644198,55.34199905395508,49.0,4.0,1.0,13.085216332382108,1174.8202799631492,90.30658553745678,1.5576526624611278
1998-10-24,5,-36.525,-73.185,5.0,11.2,,,,8.584999084472656,0.0336725,3.625,68,107.654614299503,1998-10-22,10,11.55999755859375,0.41976192593574524,10.958592754084469,57.115997314453125,49.0,4.0,1.0,13.182010386150559,1203.5762637722673,147.56119835844433,3.185829619206323
1998-10-24,5,-36.525,-73.185,10.0,11.1,,,,8.584999084472656,0.02885925,3.039,68,105.304191896879,1998-10-22,10,11.55999755859375,0.41976192593574524,10.958592754084469,57.115997314453125,49.0,4.0,1.0,13.182010386150559,1203.5762637722673,18.091339881309043,0.5170257240265125
1998-10-25,5,-36.401,-73.138,10.0,11.0,,,,,0.027843,3.298,68,118.449879682505,1998-10-23,10,11.410003662109375,,,57.74800109863281,49.0,4.0,1.0,13.21275856897887,1214.0622514626486,,
1998-10-26,5,-36.335,-73.237,10.0,11.4,,,,,0.0297165,2.839,68,95.5361499503643,1998-10-24,10,11.660003662109375,,,52.003997802734375,49.0,4.0,1.0,13.24560068853733,1090.5926643028804,,
1998-10-28,5,-36.328,-73.947,10.0,14.5,,,,,0.02114925,1.212,68,57.3069967020107,1998-10-26,10,13.089996337890625,,,57.54800033569336,49.0,4.0,1.0,13.316038898487243,1200.4737873377449,,
1998-10-05,5,44.34,-61.69,30.0,8.8,0.1595,1.7515,0.544,,0.03251325,1.76,15,54.1317770447433,1998-10-03,10,14.829986572265625,,,35.375999450683594,15.0,2.0,1.0,11.39714897001849,862.2039195880436,,
1998-10-05,5,44.34,-61.69,1.0,15.3,0.0715,0.4055,0.22,,0.043122,5.35,15,124.066601734613,1998-10-03,10,14.829986572265625,,,35.375999450683594,15.0,2.0,1.0,11.39714897001849,862.2039195880436,,
1998-10-06,5,43.78,-57.84,40.0,5.8,4.483,4.607,0.8115,,0.0180805,2.29,15,126.655789386355,1998-10-04,10,15.6199951171875,,,35.24199676513672,15.0,2.0,1.0,11.357843873332977,861.9103814990708,,
1998-10-06,5,43.78,-57.84,1.0,15.1,0.0,0.421,0.223,,0.02132275,1.68,15,78.7890867735165,1998-10-04,10,15.6199951171875,,,35.24199676513672,15.0,2.0,1.0,11.357843873332977,861.9103814990708,,
1998-10-07,5,44.82,-58.83,30.0,9.2,1.473,2.567,0.5295,,0.0361875,3.11,15,85.9412780656304,1998-10-05,10,14.470001220703125,,,,15.0,2.0,1.0,11.281234434272154,,,
1998-10-07,5,44.82,-58.83,1.0,14.0,0.138,0.858,0.2395,,0.03774075,5.9,15,156.329696680644,1998-10-05,10,14.470001220703125,,,,15.0,2.0,1.0,11.281234434272154,,,
1998-10-08,5,45.82,-59.85,40.0,10.5,0.1825,0.821,0.2475,,0.01506325,1.93,15,128.126400345211,1998-10-06,10,12.489990234375,,,26.535999298095703,15.0,2.0,1.0,11.20103923632023,658.0738412411147,,
1998-10-08,5,45.82,-59.85,1.0,12.2,0.2375,1.275,0.25,,0.01418525,2.36,15,166.36999700393,1998-10-06,10,12.489990234375,,,26.535999298095703,15.0,2.0,1.0,11.20103923632023,658.0738412411147,,
1998-10-09,5,47.58,-59.35,10.0,4.3,2.5145,2.883,0.6705,0.7530384659767151,0.02755025,2.4,15,87.1135470640012,1998-10-07,10,8.829986572265625,0.09270273894071579,49.62097185652454,29.40399932861328,15.0,2.0,1.0,11.09215214158206,736.356433542076,291.39708689940613,2.3940399635906937
1998-10-09,5,47.58,-59.35,1.0,5.5,2.1895,2.6925,0.622,0.7530384659767151,0.02721325,1.83,15,67.2466537440401,1998-10-07,10,8.829986572265625,0.09270273894071579,49.62097185652454,29.40399932861328,15.0,2.0,1.0,11.09215214158206,736.356433542076,671.1626770226931,1.829999992157894
1998-10-10,5,46.9668,-60.2281,10.0,11.3,0.6855,2.7425,0.383,,0.03005025,4.31,15,143.42642740077,1998-10-08,10,11.529998779296875,,,29.349998474121094,15.0,2.0,1.0,11.054948871114913,737.4776173976373,,
1998-10-10,5,46.97,-60.23,1.0,11.3,0.636,2.259,0.422,,0.01794625,2.54,15,141.533746604444,1998-10-08,10,11.529998779296875,,,29.349998474121094,15.0,2.0,1.0,11.054842509076444,737.4847128965237,,
1998-10-12,5,43.4733,-57.53,40.0,10.8,0.498,2.421,0.4125,,0.02971325,1.77,15,59.5693840290106,1998-10-10,10,15.660003662109375,,,32.769996643066406,15.0,2.0,1.0,11.064396652329558,822.7088318801077,,
1998-10-12,5,43.47,-57.53,1.0,15.1,0.112,0.648,0.232,,0.0444755,7.5,15,168.63216827242,1998-10-10,10,15.660003662109375,,,32.769996643066406,15.0,2.0,1.0,11.064505116156619,822.7007669781959,,
1998-10-13,5,41.9393,-60.764,60.0,16.9,3.2335,2.281,0.392,,0.05201025,1.42,15,27.3023106022371,1998-10-11,10,17.980010986328125,,,8.751998901367188,15.0,2.0,1.0,11.066634002112805,219.6793356924238,,
1998-10-13,5,41.94,-60.76,1.0,16.4,0.2355,1.589,0.3805,,0.0403455,5.81,15,144.006146906099,1998-10-11,10,17.980010986328125,,,8.751998901367188,15.0,2.0,1.0,11.066610949822177,219.67979329519974,,
1998-10-14,5,42.85,-61.7497,30.0,9.9,1.4875,2.11,0.5235,,0.026211,1.69,15,64.4767464041814,1998-10-12,10,15.920013427734375,,,,15.0,2.0,1.0,10.98788912612022,,,
1998-10-14,5,42.85,-61.75,1.0,15.1,0.043,0.684,0.2425,,0.028303,3.38,15,119.421969402537,1998-10-12,10,15.920013427734375,,,,15.0,2.0,1.0,10.98788912612022,,,
1998-10-15,5,43.184,-62.1025,20.0,13.5,0.3585,1.164,0.3205,,0.035372,4.79,15,135.417844622866,1998-10-13,10,15.260009765625,,,8.429996490478516,15.0,2.0,1.0,10.927208256458716,214.2967935488468,,
1998-10-15,5,43.18,-62.1,1.0,13.5,0.377,1.1815,0.3,,0.02581375,3.68,15,142.559682339838,1998-10-13,10,15.260009765625,,,8.429996490478516,15.0,2.0,1.0,10.927359332240716,214.29383079685147,,
1998-10-16,5,43.8494,-62.9236,20.0,12.9,0.168,0.75,0.245,,0.0454985,3.89,15,85.4973240876073,1998-10-14,10,13.94000244140625,,,13.03799819946289,15.0,2.0,1.0,10.852098380320633,333.72957372788443,,
1998-10-16,5,43.85,-62.92,1.0,12.9,0.145,0.684,0.244,,0.01978125,3.05,15,154.186413902054,1998-10-14,10,13.94000244140625,,,13.03799819946289,15.0,2.0,1.0,10.852074136337693,333.73031929356983,,
1998-10-19,5,41.8658,-65.3542,20.0,13.8,0.0,0.9145,0.184,,0.0310245,3.27,15,105.40057051685,1998-10-17,10,13.959991455078125,,,12.471996307373047,15.0,2.0,1.0,10.791949943530659,321.0210793084275,,
1998-10-20,5,42.9972,-65.4777,20.0,11.7,0.1235,1.4175,0.374,0.7526341676712036,0.03418725,5.93,15,173.456478657979,1998-10-18,10,11.839996337890625,0.0931728258728981,49.370618062771854,30.369998931884766,15.0,2.0,1.0,10.695288634557084,788.7688778360672,122.36603380520988,3.604372227579166
1998-10-20,5,43.0,-65.48,1.0,11.7,0.081,1.4725,0.3825,0.7525160908699036,0.04936675,6.47,15,131.059873295285,1998-10-18,10,11.959991455078125,0.09339823573827744,49.25146565819744,30.326000213623047,15.0,2.0,1.0,10.69515953822152,787.6356512611144,717.4027337287234,6.469772282372306
1998-10-21,5,42.62,-64.07,1.0,13.3,0.046,1.244,0.3055,,0.033834,4.15,15,122.657681622037,1998-10-19,10,13.3699951171875,,,30.24599838256836,15.0,2.0,1.0,10.66609011158361,787.6987846048389,,
1998-10-22,5,43.9755,-63.1657,20.0,13.0,0.0,1.4785,0.2485,0.7954325675964355,0.042733,4.17,15,97.5826644513608,1998-10-20,10,13.029998779296875,0.1001969501376152,45.909581017008435,28.62799835205078,15.0,2.0,1.0,10.552065898522416,753.6175229508455,101.59008812523595,3.2455487393737936
1998-10-22,5,43.98,-63.17,1.0,12.4,0.0,1.12,0.2615,0.8657300472259521,0.0293855,3.27,15,111.279372479624,1998-10-20,10,13.029998779296875,0.10504662245512009,43.790079990104346,28.663997650146484,15.0,2.0,1.0,10.551835528978492,754.581659998253,679.3366997071528,3.269967414358769
1999-03-22,5,24.63,-85.01,10.0,25.2,,,,,0.003752,1.0,17,266.524520255864,1999-03-20,3,25.3599853515625,,,,17.0,2.0,3.0,11.925992043697645,,,
1999-03-22,5,24.63,-85.01,50.0,25.2,,,,,0.00280675,0.67,17,238.710252070901,1999-03-20,3,25.3599853515625,,,,17.0,2.0,3.0,11.925992043697645,,,
1999-03-23,5,23.25,-84.05,10.0,25.2,,,,0.12623833119869232,0.00809975,3.52,17,434.581314238094,1999-03-21,3,25.75,0.03396226093173027,135.4444572829458,53.22999954223633,17.0,2.0,3.0,11.953757349665949,1236.9425404446358,880.7513158794137,3.399841052928423
1999-03-23,5,23.25,-84.05,50.0,24.2,,,,0.12623833119869232,0.00893925,0.95,17,106.272897614453,1999-03-21,3,25.75,0.03396226093173027,135.4444572829458,53.22999954223633,17.0,2.0,3.0,11.953757349665949,1236.9425404446358,226.39581790224864,0.9235582403090075
1999-03-24,5,21.86,-85.03,2.0,26.3,,,,,0.00992725,6.31,17,635.62416580624,1999-03-22,3,25.709991455078125,,,,17.0,2.0,3.0,11.978407574616543,,,
1999-03-24,5,21.86,-85.03,12.0,25.8,,,,,0.007949,2.87,17,361.051704616933,1999-03-22,3,25.709991455078125,,,,17.0,2.0,3.0,11.978407574616543,,,
1999-03-25,5,21.77,-85.71,10.0,25.7,,,,,0.00669075,1.92,17,286.963344916489,1999-03-23,3,26.209991455078125,,,46.220001220703125,17.0,2.0,3.0,12.0,1069.9074356644242,,
1999-03-25,5,21.77,-85.71,50.0,25.7,,,,,0.00682175,1.69,17,247.737017627442,1999-03-23,3,26.209991455078125,,,46.220001220703125,17.0,2.0,3.0,12.0,1069.9074356644242,,
1999-03-26,5,21.84,-87.03,5.0,24.1,,,,0.8273252248764038,0.0222125,8.4,17,378.16544738323,1999-03-24,3,24.290008544921875,0.0895865261554718,51.347007160619086,54.38800048828125,17.0,2.0,3.0,12.02157061735397,1256.7224694918261,802.9799666004644,8.162964031042417
1999-03-26,5,21.84,-87.03,15.0,22.7,,,,0.8273252248764038,0.0135875,3.41,17,250.965961361546,1999-03-24,3,24.290008544921875,0.0895865261554718,51.347007160619086,54.38800048828125,17.0,2.0,3.0,12.02157061735397,1256.7224694918261,327.81994316451573,2.9439180250395975
1999-03-26,5,21.88,-86.91,5.0,24.8,,,,0.6328896284103394,0.0107695,6.21,17,576.628441431821,1999-03-24,3,24.79998779296875,0.0735386535525322,62.55213792721944,54.37200164794922,17.0,2.0,3.0,12.021614239521996,1256.3482316246361,869.8069542112169,5.6303651961025345
1999-03-26,5,21.88,-86.91,20.0,24.4,,,,0.6328896284103394,0.010912,2.4,17,219.941348973607,1999-03-24,3,24.79998779296875,0.0735386535525322,62.55213792721944,54.37200164794922,17.0,2.0,3.0,12.021614239521996,1256.3482316246361,288.64324870579856,2.0756940262914614
1999-03-27,5,22.08,-86.57,10.0,24.8,,,,0.28081151843070984,0.01063,3.61,17,339.604891815616,1999-03-25,3,25.6099853515625,0.04642408713698387,99.08649332030478,54.23999786376953,17.0,2.0,3.0,12.043661312293645,1251.0038004713663,786.3961531027936,3.5403367360185745
1999-03-27,5,22.08,-86.57,45.0,24.6,,,,0.28081151843070984,0.0110155,4.5,17,408.515273932187,1999-03-25,3,25.6099853515625,0.04642408713698387,99.08649332030478,54.23999786376953,17.0,2.0,3.0,12.043661312293645,1251.0038004713663,154.87488961992239,1.6287298687469365
1999-03-27,5,22.08,-86.72,10.0,25.3,,,,0.27207687497138977,0.012039,6.49,17,539.081319046432,1999-03-25,3,25.55999755859375,0.0458524115383625,100.32187720707779,54.29999923706055,17.0,2.0,3.0,12.043661312293645,1252.3876859613526,791.7795773623845,5.836717342603566
1999-03-27,5,22.08,-86.72,30.0,22.5,,,,0.27207687497138977,0.01747925,3.65,17,208.819028276385,1999-03-25,3,25.55999755859375,0.0458524115383625,100.32187720707779,54.29999923706055,17.0,2.0,3.0,12.043661312293645,1252.3876859613526,316.47201292599226,3.3138931666720417
1999-03-28,5,22.3,-86.1,10.0,26.3,,,,,0.007326,2.29,17,312.585312585313,1999-03-26,3,26.6300048828125,,,53.56399917602539,17.0,2.0,3.0,12.066204614792975,1233.1042887973053,,
1999-03-28,5,22.3,-86.1,50.0,26.1,,,,,0.01037575,2.73,17,263.113509866757,1999-03-26,3,26.6300048828125,,,53.56399917602539,17.0,2.0,3.0,12.066204614792975,1233.1042887973053,,
1999-03-30,5,26.67,-82.44,5.0,19.8,,,,0.5615435242652893,0.01740325,5.92,17,340.166348239553,1999-03-28,3,20.329986572265625,0.0855417400598526,53.77491733019963,54.04399871826172,17.0,2.0,3.0,12.135070386875748,1237.093925917376,806.5868663855696,5.8176651999313815
1999-03-30,5,26.99,-82.64,5.0,20.5,,,,0.4036863446235657,0.01338825,5.59,17,417.530297088865,1999-03-28,3,19.8800048828125,0.06280618906021118,73.241189583881,53.95600128173828,17.0,2.0,3.0,12.136956681749426,1234.8876680390233,902.0810235411493,5.443408409421974
1999-04-11,5,43.255,-65.04,20.0,2.0,0.452,0.6135,0.274,0.48167359828948975,0.0107515,1.29,15,119.983258150026,1999-04-09,4,1.70001220703125,0.0686129555106163,67.04273217451264,49.33399963378906,15.0,2.0,1.0,12.854400100261596,1066.0854400264657,270.28842820136737,1.2618056732036123
1999-04-12,5,41.991,-65.487,30.0,10.4,4.861,2.6305,0.2835,,0.01281125,2.29,15,178.749146258172,1999-04-10,4,8.239990234375,,,15.101997375488281,15.0,2.0,1.0,12.86448935811179,326.0913942397396,,
1999-04-12,5,41.991,-65.487,1.0,9.5,3.8185,1.677,0.2925,,0.01254,1.86,15,148.325358851675,1999-04-10,4,8.239990234375,,,15.101997375488281,15.0,2.0,1.0,12.86448935811179,326.0913942397396,,
1999-04-13,5,43.003,-64.398,20.0,3.9,0.5185,0.421,0.301,0.4352850615978241,0.01502225,2.33,15,155.103263492486,1999-04-11,4,3.6300048828125,0.05998355895280838,76.68768042954929,49.965999603271484,15.0,2.0,1.0,12.94465479212056,1072.2143276227441,323.0509578674363,2.25878199562288
1999-04-13,5,43.003,-64.398,1.0,3.9,0.547,0.39,0.2825,0.4352850615978241,0.0112345,1.17,15,104.143486581512,1999-04-11,4,3.6300048828125,0.05998355895280838,76.68768042954929,49.965999603271484,15.0,2.0,1.0,12.94465479212056,1072.2143276227441,1009.7900280250104,1.169999991143666
1999-04-14,5,42.851,-61.733,10.0,10.3,5.14,2.615,0.2835,,0.0259405,4.21,15,162.294481602128,1999-04-12,4,10.079986572265625,,,11.343997955322266,15.0,2.0,1.0,12.988012050987836,242.61684781124055,,
1999-04-16,5,44.474,-58.508,20.0,2.3,0.6065,1.431,0.3055,,0.00721475,1.45,15,200.977164835926,1999-04-14,4,2.260009765625,,,47.327999114990234,15.0,2.0,1.0,13.148031746740282,999.8961573917708,,
1999-04-17,5,45.825,-59.853,30.0,,1.12,2.1305,0.2895,,0.01101,2.06,15,187.102633969119,1999-04-15,4,0.149993896484375,,,49.9739990234375,15.0,2.0,1.0,13.257153597184926,1047.1076082536295,,
1999-04-18,5,47.583,-59.341,10.0,1.5,4.4216732,5.0185,0.341,,0.02384875,1.74,15,72.9597987315897,1999-04-16,4,1.3699951171875,,,,15.0,2.0,1.0,13.39415769268432,,,
1999-04-19,5,44.369,-62.176,20.0,-0.2,0.5895564,0.94,0.2685,,0.01876875,1.5,15,79.9200799200799,1999-04-17,4,1.209991455078125,,,20.479999542236328,15.0,2.0,1.0,13.29474234722495,427.90515326683044,,
